date,meal,item_name,description,price,dietary_tags
2026-04-16,Dinner,Moroccan-Style Tofu over Pearl Couscous,"Spiced tofu, pearl couscous with grilled zucchini, yellow squash, red onion, and carrots with cucumber salad and yogurt sauce",8.75,Vegetarian
2026-04-16,Dinner,Chicken with Potatoes and Apple Salad,"Chicken breast, oregano, garlic, fingerling potato with paprika oil,  spinach, red onion and apple salad, sweet apple cider vinaigrette, smoked paprika pepitas",9.00,Made without Gluten-Containing Ingredients
2026-04-16,Dinner,Mushrooms with Potatoes,"Portobello mushroom, oregano, garlic, fingerling potato with paprika oil,  spinach, red onion and apple salad, sweet apple cider vinaigrette, smoked paprika pepitas",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-17,Dinner,Fish and Chips,"Beer-battered rockfish filet served over deep fried potato wedges with tartar sauce, coleslaw, and lemon wedge",9.00,Seafood Watch
2026-04-17,Dinner,Fried Tofu & Chips,"Beer-battered tofu, potato wedges, coleslaw, tartar sauce, lemon wedge",9.00,Vegan
2026-04-17,Dinner,Guajillo Braised Beef Burrito Bowl,"Braised beef, pinto beans, Spanish rice, salsa verde, corn tomato salsa, shredded lettuce, cilantro, corn tortilla chips",9.25,Made without Gluten-Containing Ingredients
2026-04-17,Dinner,Guajillo Braised Tempeh Burrito Bowl,"Braised tempeh, pinto beans, Spanish rice, salsa verde, corn tomato salsa, shredded lettuce, cilantro, corn tortilla chips",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-18,Dinner,Smoked Bratwurst with German Potato Salad,"Bratwurst, Linguica or Keilbasa, German potato salad, purple sprouting broccoli, pickled radish and red onion, creamy mustard sauce<br />Extra Sausage $4.00",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-18,Dinner,Beyond Sausage,"Beyond sausage, German potato salad, purple sprouting broccoli, pickled radish and red onion, creamy mustard sauce",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-04-18,Dinner,Spanish Braised Chicken over Wild Rice,"Garlic braised chicken with tomatoes and smoked paprika olives, basil, oregano and onions, wild rice and quinoa with parsley, roasted cauliflower and green beans",9.00,Made without Gluten-Containing Ingredients
2026-04-18,Dinner,Braised Mixed Mushrooms and Chickpeas,"Roasted Beech, Shiitake and Portabello mushrooms and chickpeas with herbs, wild rice and quinoa with parsley, roasted cauliflower and green beans",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-19,Dinner,Wasabi Salmon,"Roasted salmon, coconut herb rice, steamed baby bok choy, cucumber and carrot salad and a wasabi soy sauce",9.25,Made without Gluten-Containing Ingredients
2026-04-19,Dinner,Wasabi Tofu,"Roasted tofu, coconut herb rice, steamed baby bok choy, cucumber and carrot salad and a wasabi soy sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-19,Dinner,Roasted Turkey and Smashed Potatoes,"Turkey breast, garlic and herb smashed potatoes, steamed carrots and peas, with herb vinaigrette",9.00,Made without Gluten-Containing Ingredients
2026-04-19,Dinner,Stuffed Peppers with Smashed Potatoes,"Peppers stuffed with rice and vegetables, garlic and herb smashed potatoes, steamed carrots and peas, herb vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-20,Dinner,Grilled Chicken with Fettuccine Alfredo,"Grilled herb chicken with creamy Alfredo sauce, fettuccine pasta with a garden salad, Italian vinaigrette and garlic bread",9.00,
2026-04-20,Dinner,Beyond Sausage over Fettuccine Alfredo,"Roasted Beyond Sausage with creamy Alfredo sauce, fettuccine pasta with a garden salad, Italian vinaigrette and garlic bread",8.75,Vegetarian
2026-04-20,Dinner,Paprika-Braised Beef with Polenta,"Paprika-braised beef, onion and mushroom stew served over olive oil polenta with sauteed kale and collard greens",9.25,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-20,Dinner,Paprika-Braised Mushrooms over Polenta,"Braised oyster, shiitake, and crimini mushrooms  served over olive oil polenta with sauteed kale and swiss chard",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-21,Dinner,Chicken Fajita Plate,"Achiote seasoned chicken thigh sautéed with peppers and onions served with Spanish rice, refried beans, pepper jack cheese and corn tortillas",9.00,Made without Gluten-Containing Ingredients
2026-04-21,Dinner,Mushroom Fajita Plate,"Achiote seasoned mushrooms sautéed with peppers and onions served with Spanish rice, refried beans, pepper jack cheese and corn tortillas",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-04-21,Dinner,Tamarind Beef Curry with Mashed Potatoes,"Tamarind beef curry with stewed green bean, tomato, and onion curry, mashed potato with peas, chopped cilantro",9.25,Made without Gluten-Containing Ingredients
2026-04-21,Dinner,Tamarind Tempeh with Mashed Potatoes,"Tamarind tempeh with stewed green bean, tomato, and onion curry, mashed potato with peas, chopped cilantro",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-22,Dinner,Smoked Barbecue Chicken,"Smoked chicken, mashed yams, corn and tomato salad, roasted broccoli rabe, Carolina style barbecue sauce",9.00,Made without Gluten-Containing Ingredients
2026-04-22,Dinner,Smoked Tofu,"Smoked beyond sausage, mashed yams, corn and tomato salad, grilled broccoli, fried brussel sprouts, Carolina style barbecue sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-22,Dinner,Pomodoro Braised Pork,"Tomato-braised pork, herb risotto, roasted squash, zucchini, red onions and cabbage, shaved fennel, Italian vinaigrette",9.00,Made without Gluten-Containing Ingredients
2026-04-22,Dinner,Pomodoro Braised Tempeh,"Tomato-braised tempeh, herb risotto, roasted squash, zucchini, red onions and cabbage, shaved fennel, Italian vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-23,Dinner,Pork Chile Verde,"Pork shoulder in a green chile and tomatillo sauce, hominy, herb rice, marinated tomato and cabbage salad, cotija cheese",9.00,Made without Gluten-Containing Ingredients
2026-04-23,Dinner,Tofu Chile Verde,"Bui tofu in a green chile and tomatillo sauce, hominy, herb rice, marinated tomato and cabbage salad, cotija cheese",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-04-23,Dinner,Sempio Mushrooms Bento,"Sempio mushrooms, white rice, sweet rice vinegar and chile-dressed cucumbers and carrots, salad greens, pickled ginger",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-24,Dinner,Fish and Chips,"Battered and fried rockfish filet served over deep-fried potato wedges with tartar sauce, coleslaw, and lemon wedge",9.00,
2026-04-24,Dinner,Fried Tofu & Chips,"Battered and fried tofu, potato wedges, coleslaw, tartar sauce, lemon wedge",9.00,Vegan
2026-04-24,Dinner,Seared Pork Chop,"Pork chop, herbed quinoa, white rice, apple carrot slaw with raisins, and apple cider dressing, butternut squash and onions, green onion",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-24,Dinner,Roasted Mushrooms and Chickpeas,"Mushrooms and Chickpeas, herbed quinoa, white rice, apple carrot slaw with raisins and apple cider dressing, butternut squash and onions, green onion",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-25,Dinner,Garlic Sausage over Wild Rice and Parmesan Fava Green Pesto,"Campfire pork sausage, wild rice and lentils, grilled asparagus, parmesan fava greens pesto sauce with garlic",9.00,Made without Gluten-Containing Ingredients
2026-04-25,Dinner,Beyond Sausage over Wild Rice and Lentils,"Roasted Beyond sausage meat, wild rice and lentils, grilled asparagus, parmesan fava greens pesto sauce with garlic",8.75,"Vegetarian, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-25,Dinner,Schwarma Chicken over Quinoa Tabbouleh,"Roasted chicken thigh, tabbouleh with quinoa, tomato, cucumber, parsley, lemon and spiced pigeon peas, roasted zucchini and yellow squash, sumac onions cilantro relish",9.00,Made without Gluten-Containing Ingredients
2026-04-25,Dinner,Roasted Mushroom with Chickpeas,"Roasted portobello mushrooms with chickpeas, tabbouleh with quinoa, tomato, cucumber, parsley, lemon and spiced pigeon peas, roasted zucchini and yellow squash, sumac onions cilantro relish",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-26,Dinner,Harissa Roasted Tofu,"Harissa roasted tofu served with turmeric rice pilaf and roasted root vegetables, with a cabbage and fennel slaw dressed with harissa lime dressing",8.75,Vegan
2026-04-26,Dinner,Sweet and Spicy Roasted Chicken Quarters,"Roasted bone-in chicken, russet potatoes wedges, artichoke mustard sauce, garlic green beans, chopped parsley",9.00,Made without Gluten-Containing Ingredients
2026-04-26,Dinner,Sweet and Spicy Roasted Tempeh,"Roasted tempeh, russet potatoes wedges, artichoke mustard sauce, garlic green beans, chopped parsley",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-27,Dinner,Pork Sugo over Egg Noodles,"Braised pork with tomato sauce served over egg noodles with a garden side salad, balsamic vinaigrette, and garlic bread",9.00,Farm to Fork
2026-04-27,Dinner,Beyond Sugo over Egg Noodles,"Beyond Meat Sugo with tomato sauce served over egg noodles with a garden side salad, balsamic vinaigrette, and garlic bread",8.75,Vegetarian
2026-04-27,Dinner,Made without Gluten Pasta Available,,,Made without Gluten-Containing Ingredients
2026-04-27,Dinner,Rosemary Flank Steak Entree Salad,"Seared flank steak with balsamic mushrooms and asparagus, lemon herb potatoes and roasted red pepper coulis, arcadian greens",9.25,Made without Gluten-Containing Ingredients
2026-04-27,Dinner,Roasted Tempeh Entree Salad,"Roasted Tempeh with balsamic mushrooms and asparagus, lemon herb potatoes and roasted red pepper coulis, Arcadian greens",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-28,Dinner,Braised Pork Tostada,"Braised pork, refried beans, salsa verde, avocado, shredded cabbage, sliced radish, cotija, crema, served with Spanish rice",9.00,
2026-04-28,Dinner,Braised Maitake Mushroom Tostada,"Braised maitake mushrooms, refried beans, salsa verde, avocado, shredded cabbage, sliced radish, cotija, crema, served with Spanish rice",9.00,Vegetarian
2026-04-28,Dinner,Root Beer Float,"TMK vanilla ice cream, A&W Root Beer",3.25,Made without Gluten-Containing Ingredients
2026-04-28,Dinner,Herb-Roasted Chicken,"Herb-roasted chicken, roasted green beans, cauliflower and grape tomatoes, rice pilaf, apple chutney",9.00,Made without Gluten-Containing Ingredients
2026-04-28,Dinner,Herb-Roasted Tempeh,"Herb-roasted tempeh, roasted green beans, cauliflower and grape tomatoes, rice pilaf, apple chutney",9.00,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-29,Dinner,Smoked Barbecue Brisket,"Smoked beef brisket, corn on the cob, baked beans, coleslaw, pickles, white bread, barbecue sauce",9.25,
2026-04-29,Dinner,Smoked Barbecue Tofu,"Smoked tofu, corn on the cob, baked beans, coleslaw, pickles, white bread, barbecue sauce",8.75,Vegetarian
2026-04-29,Dinner,Berbere Roasted Chicken,"Berbere roasted chicken thigh, baked squash and red onions with a pomegranate red wine vinaigrette and herbs, basmati rice with pigeon peas.",9.00,Made without Gluten-Containing Ingredients
2026-04-30,Dinner,Butter Tofu Masala,"Tofu stewed in spiced tomato sauce, basmati rice, curry spiced cauliflower, onions, zucchini, peppers, cilantro, yogurt sauce, and flatbread",8.75,Vegetarian
2026-04-30,Dinner,Roasted Pork Chop over Polenta,"Brined and roasted pork chop, roasted peppers, onions, squash, broccoli, polenta, and a sweet apple cranberry sauce",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-30,Dinner,Eggplant Stew over Polenta,"Eggplant stew, roasted peppers, onions, squash, broccoli, polenta, and a sweet apple cranberry sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-05-01,Dinner,Fish and Chips,"Beer battered Pollock filet served over deep fried potato wedges with tartar sauce, coleslaw, and lemon wedge",9.00,
2026-05-01,Dinner,Fried Chik'n & Chips,"Fried chik'n, potato wedges, coleslaw, tartar sauce, lemon wedge",9.00,Vegan
2026-05-01,Dinner,Herb Roasted Chicken over Wild Rice Pilaf,"Herb Chicken thigh, asparagus and mushrooms, cauliflower, wild rice pilaf with carrot, celery and onions, arugula, marinated radish",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-05-01,Dinner,Chickpea Tempeh Cake,Chickpea tempeh cake,8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-05-02,Dinner,Bratwurst with Fettuccine Noodles,"Pork sausage bratwurst, fettuccine noodles, roasted mushrooms, peppers and onions, sweet and spicy tomato sauce",9.00,Farm to Fork
2026-05-02,Dinner,Beyond Sausage with Fettuccine Noodles,"Grilled beyond meat sausage, fettuccine noodles, roasted mushrooms, peppers and onions, sweet and spicy tomato sauce",8.75,Vegan
2026-05-02,Dinner,Lemon Roasted Chicken with Red Potatoes,"Lemon roasted chicken thigh, roasted red potatoes, roasted snap peas and broccoli, lemon dill vinaigrette",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-05-02,Dinner,Lemon Roasted Portobello Mushroom,"Roasted portobello mushroom, roasted red potatoes, roasted snap peas and broccoli, lemon dill vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-05-03,Dinner,Seared Tofu over Mushroom Risotto,"Seared tofu served over mushroom risotto, roasted zucchini, squash, peppers and grape tomatoes, beurre blanc",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-05-03,Dinner,Chipotle Chicken Bowl,"Roasted chipotle chicken, brown rice and black beans, served with shredded kale, carrots and citrus vinaigrette",9.00,Made without Gluten-Containing Ingredients
2026-05-03,Dinner,Chickpea Tempeh Bowl,"Roasted chipotle chickpea, brown rice and black beans, served with shredded kale, carrots and citrus vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-05-04,Dinner,Chicken Over Pasta with Pesto Cream Sauce,"Herb chicken breast, pesto cream sauce, gemelli pasta, garlic bread, garden salad with Italian vinaigrette",9.00,
2026-05-04,Dinner,Gardein Chik'n over Pasta with Pesto Cream Sauce,"Chik'n patty, pesto cream sauce, gemelli pasta, garlic bread, garden salad with Italian vinaigrette",8.75,Vegetarian
2026-05-04,Dinner,Tuscan Roast Beef,"Garlic and herb roast beef, smashed gold potato, braised hearty greens, basil red pepper sauce, parsley",9.25,Made without Gluten-Containing Ingredients
2026-05-04,Dinner,Marinated Portobello,"Garlic and herb portobello mushrooms, smashed gold potato, braised hearty greens, basil red pepper sauce, parsley",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-05-05,Dinner,Chipotle Fish Taco Bowl,"Chipotle-roasted cod, black beans, cilantro rice, shredded cabbage, cotija, sour cream, corn salsa, corn tortilla strips",9.25,"Made without Gluten-Containing Ingredients, Seafood Watch"
2026-05-05,Dinner,Tofu Sofrito Bowl,"Tofu sofrito, chipotle black beans, cilantro rice, shredded cabbage, cotija, sour cream, corn salsa, corn tortilla strips",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-05-05,Dinner,Lemon Chicken and Cauliflower,"Garbanzo bean flour-coated chicken thigh, cauliflower rice, roasted garlic with roasted zucchini and squash topped with lemon dill sauce",9.00,Made without Gluten-Containing Ingredients
2026-05-05,Dinner,Citrus Lentil Tempeh,"Citrus lentil tempeh, cauliflower rice, roasted garlic with roasted zucchini and squash topped with lemon dill sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-05-06,Dinner,Fried Chicken & Mashed Potatoes,"Buttermilk fried chicken, mashed potatoes, country gravy, roasted garlic green beans & cherry tomatoes",9.00,
2026-05-06,Dinner,Fried Tofu & Mashed Potatoes,"Fried Tofu, mashed potatoes, country gravy, roasted garlic green beans & cherry tomatoes",9.00,Vegetarian
2026-05-06,Dinner,Tandoori-Style Chicken,"Yogurt marinated chicken thigh, yogurt basmati rice, roasted cauliflower, carrots, and squash, mint chutney",9.00,Made without Gluten-Containing Ingredients
2026-05-06,Dinner,Tandoori-Style Tofu,"Yogurt marinated tofu, yogurt basmati rice, roasted cauliflower, carrots, and squash, mint chutney",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-05-06,Dinner,Mojo Pork with Pineapple Salsa,"Mojo pork with pineapple salsa, white rice and red beans, citrus red onion slaw, lime wedge",9.00,Made without Gluten-Containing Ingredients
2026-05-06,Dinner,Mojo Style Tempeh with Pineapple Salsa,"Mojo style seared tempeh with pineapple salsa, white rice and red beans, citrus slaw, lime wedge, pickled red onion",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-05-07,Dinner,Tandoori-Style Chicken,"Yogurt-marinated chicken thigh, yogurt basmati rice, roasted cauliflower, carrots, squash, mint chutney",9.00,Made without Gluten-Containing Ingredients
2026-05-07,Dinner,Tandoori-Style Tofu,"Yogurt-marinated tofu, yogurt basmati rice, roasted cauliflower, carrots, squash, mint chutney",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-05-08,Dinner,Fish and Chips,"Beer-battered Pollock filet served over deep-fried potato wedges with tartar sauce, coleslaw, and lemon wedge",9.00,
2026-05-08,Dinner,Fried Tofu & Chips,"Fried tofu, potato wedges, coleslaw, tartar sauce, lemon wedge",9.00,Vegan
2026-05-08,Dinner,Beef Brisket over Vegetable Quinoa,"Smoked beef brisket, quinoa with celery, carrots and onion, with kale, bell pepper, tomato, zucchini, squash, served with steak sauce",9.25,Made without Gluten-Containing Ingredients
2026-05-08,Dinner,Tempeh over Vegetable Quinoa,"Tempeh, quinoa with celery, carrots and onion, with kale, bell pepper, tomato, zucchini, squash, served with steak sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-05-09,Dinner,Santa Maria Steak with Black Bean and Corn Salsa,"Tri-tip, cilantro rice, pickled cabbage, corn and black bean salsa",9.25,Farm to Fork
2026-05-09,Dinner,Chile Rubbed Beyond Sausage,"Beyond sausage, cilantro rice, pickled cabbage, corn and black bean salsa",8.75,
2026-05-09,Dinner,Roman-Style Chicken Cacciatore with White Wine Sauce,"Chicken thigh with olives, mushrooms, fennel, white wine and herbs, roasted butternut squash with kale",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-05-09,Dinner,Herbed Chickpeas and Tempeh with Mushrooms,"Chickpea Tempeh with olives, mushrooms, fennel, white wine and herbs, roasted butternut squash with kale",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-05-10,Dinner,Smoked chicken over Wild Rice,"Smoked chicken, wild rice, yellow squash, zucchini, grape tomatoes, brown sugar chili vinaigrette",9.25,"Made without Gluten-Containing Ingredients, In Balance, Seafood Watch"
2026-05-10,Dinner,Smoked Tofu over Wild Rice,"Smoked tofu, wild rice, yellow squash, zucchini, grape tomatoes, brown sugar chili vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-05-10,Dinner,Korean Style Roast beef,"Sempio and gochujru roasted beef, white rice, marinated cucumbers and carrots, steamed cabbage, vegan kimchi",9.00,Made without Gluten-Containing Ingredients
2026-05-10,Dinner,Korean Style Roast Tempeh,"Sempio and gochujru roasted tempeh, white rice, marinated cucumbers and carrots, steamed cabbage, vegan kimchi",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-05-11,Dinner,Italian Sausage Ragout over Pasta,"Pork sausage, tomatoes, onions, carrots, peppers, mushrooms, penne pasta, parmesan cheese and a side salad with a red wine vinaigrette",9.00,Farm to Fork
2026-05-11,Dinner,Lentil and Impossible Ragout over Pasta,"Lentil, Impossible meat, tomatoes, onions, carrots, peppers, mushrooms, penne pasta, and a side salad with a red wine vinaigrette",8.75,"Vegan, Farm to Fork"
2026-05-11,Dinner,Paprika-Braised Beef with Polenta,"Paprika-braised beef, onion and mushroom stew served over olive oil polenta with sauteed kale and Swiss chard",9.25,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-05-11,Dinner,Paprika-Braised Mushrooms over Polenta,Paprika-braised mushrooms served over olive oil polenta with sauteed kale and Swiss chard,8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-05-12,Dinner,Chipotle Chicken Bowl,"Chipotle braised chicken, roasted tomato salsa, cotija cheese, sour cream, shredded lettuce, chile roasted vegetables, cilantro rice, black beans",9.00,Farm to Fork
2026-05-12,Dinner,Chipotle Soy Curls and Mushrooms,"Chipotle soy curls with mushrooms, roasted tomato salsa, cotija cheese, sour cream, shredded lettuce, chile roasted vegetables, cilantro rice, black beans",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-05-13,Dinner,Smoked Barbecue Pork,"Smoked pork butt, barbecue beans, sweet potato tots, coleslaw, and Carolina barbecue sauce",9.00,
2026-05-13,Dinner,Smoked Barbecue Beyond Meat Patty,"Smoked barbecue Beyond Meat patty, barbecue beans, sweet potato tots, coleslaw and Carolina barbecue sauce",8.75,Vegan
2026-05-14,Dinner,Chile Braised Pork Mac and Cheese Bar,"Chile braised pork, macaroni and cheese, fried onions, roasted corn salsa, sauteed vegetables, roasted salsa",9.00,
2026-05-14,Dinner,Beyond Sausage Mac and Cheese Bar,"Beyond Sausage, macaroni and cheese, fried onions, roasted corn salsa, sauteed vegetables, roasted salsa",9.00,Vegetarian
